BTC Price,BTC RSI,Puell Multiple,NUPL,MVRV,BTC UPDI Short,BTC UPDI Medium,BTC UPDI Long,On-Chain Index
27138.15,50.0,1.14,0.25,1.33,-2.6,-3.02,-2.47,0.38
